CodCliente,Fecha,FechaTS,Cantidad,FormaIngreso,Medida,Temporada,Sintetico
382,2014-01-03 00:00:00,2014-01-03,80.1,HUMEDO,LATAS,3,True
374,2014-01-03 00:00:00,2014-01-03,161.1,HUMEDO,LATAS,3,True
83,2014-01-03 00:00:00,2014-01-03,37.1,HUMEDO,LATAS,3,True
47,2014-01-03 00:00:00,2014-01-03,1.2,HUMEDO,LATAS,3,True
177,2014-01-03 00:00:00,2014-01-03,77.8,HUMEDO,LATAS,3,True
332,2014-01-03 00:00:00,2014-01-03,79.6,HUMEDO,LATAS,3,True
368,2014-01-03 00:00:00,2014-01-03,46.1,HUMEDO,LATAS,3,True
46,2014-01-03 00:00:00,2014-01-03,88.6,HUMEDO,LATAS,3,True
271,2014-01-04 00:00:00,2014-01-04,99.2,HUMEDO,LATAS,3,True
234,2014-01-04 00:00:00,2014-01-04,68.6,HUMEDO,LATAS,3,True
N015,2014-01-04 00:00:00,2014-01-04,428.3,HUMEDO,LATAS,3,True
N014,2014-01-04 00:00:00,2014-01-04,9.0,HUMEDO,LATAS,3,True
185,2014-01-04 00:00:00,2014-01-04,194.2,HUMEDO,LATAS,3,True
172,2014-01-04 00:00:00,2014-01-04,193.0,HUMEDO,LATAS,3,True
344,2014-01-05 00:00:00,2014-01-05,209.5,HUMEDO,LATAS,3,True
157,2014-01-05 00:00:00,2014-01-05,211.1,HUMEDO,LATAS,3,True
N003,2014-01-05 00:00:00,2014-01-05,125.2,HUMEDO,LATAS,3,True
43,2014-01-06 00:00:00,2014-01-06,166.6,HUMEDO,LATAS,3,True
219,2014-01-06 00:00:00,2014-01-06,49.5,HUMEDO,LATAS,3,True
125,2014-01-06 00:00:00,2014-01-06,265.3,HUMEDO,LATAS,3,True
113,2014-01-06 00:00:00,2014-01-06,139.0,HUMEDO,LATAS,3,True
N006,2014-01-06 00:00:00,2014-01-06,77.9,HUMEDO,LATAS,3,True
N006,2014-01-07 00:00:00,2014-01-07,74.0,HUMEDO,LATAS,3,True
291,2014-01-07 00:00:00,2014-01-07,70.7,HUMEDO,LATAS,3,True
278,2014-01-07 00:00:00,2014-01-07,204.7,HUMEDO,LATAS,3,True
219,2014-01-07 00:00:00,2014-01-07,13.3,HUMEDO,LATAS,3,True
14,2014-01-07 00:00:00,2014-01-07,1.0,HUMEDO,LATAS,3,True
29,2014-01-08 00:00:00,2014-01-08,269.2,HUMEDO,LATAS,3,True
347,2014-01-08 00:00:00,2014-01-08,106.5,HUMEDO,LATAS,3,True
397,2014-01-08 00:00:00,2014-01-08,276.2,HUMEDO,LATAS,3,True
137,2014-01-09 00:00:00,2014-01-09,73.8,HUMEDO,LATAS,3,True
387,2014-01-09 00:00:00,2014-01-09,192.5,HUMEDO,LATAS,3,True
114,2014-01-09 00:00:00,2014-01-09,186.8,HUMEDO,LATAS,3,True
N003,2014-01-09 00:00:00,2014-01-09,684.7,HUMEDO,LATAS,3,True
185,2014-01-09 00:00:00,2014-01-09,114.5,HUMEDO,LATAS,3,True
N023,2014-01-09 00:00:00,2014-01-09,49.0,HUMEDO,LATAS,3,True
14,2014-01-09 00:00:00,2014-01-09,162.3,HUMEDO,LATAS,3,True
200,2014-01-10 00:00:00,2014-01-10,39.9,HUMEDO,LATAS,3,True
249,2014-01-10 00:00:00,2014-01-10,61.1,HUMEDO,LATAS,3,True
373,2014-01-10 00:00:00,2014-01-10,551.5,HUMEDO,LATAS,3,True
371,2014-01-10 00:00:00,2014-01-10,20.8,HUMEDO,LATAS,3,True
288,2014-01-10 00:00:00,2014-01-10,120.4,HUMEDO,LATAS,3,True
46,2014-01-11 00:00:00,2014-01-11,134.5,HUMEDO,LATAS,3,True
396,2014-01-11 00:00:00,2014-01-11,354.9,HUMEDO,LATAS,3,True
54,2014-01-11 00:00:00,2014-01-11,14.4,HUMEDO,LATAS,3,True
113,2014-01-11 00:00:00,2014-01-11,318.2,HUMEDO,LATAS,3,True
347,2014-01-11 00:00:00,2014-01-11,7.8,HUMEDO,LATAS,3,True
N021,2014-01-11 00:00:00,2014-01-11,76.6,HUMEDO,LATAS,3,True
356,2014-01-12 00:00:00,2014-01-12,37.3,HUMEDO,LATAS,3,True
310,2014-01-12 00:00:00,2014-01-12,102.6,HUMEDO,LATAS,3,True
186,2014-01-12 00:00:00,2014-01-12,275.7,HUMEDO,LATAS,3,True
N012,2014-01-12 00:00:00,2014-01-12,32.2,HUMEDO,LATAS,3,True
118,2014-01-12 00:00:00,2014-01-12,10.6,HUMEDO,LATAS,3,True
N024,2014-01-12 00:00:00,2014-01-12,11.0,HUMEDO,LATAS,3,True
230,2014-01-13 00:00:00,2014-01-13,184.4,HUMEDO,LATAS,3,True
375,2014-01-13 00:00:00,2014-01-13,202.1,HUMEDO,LATAS,3,True
236,2014-01-13 00:00:00,2014-01-13,49.8,HUMEDO,LATAS,3,True
N017,2014-01-14 00:00:00,2014-01-14,184.1,HUMEDO,LATAS,3,True
84,2014-01-14 00:00:00,2014-01-14,31.5,HUMEDO,LATAS,3,True
282,2014-01-14 00:00:00,2014-01-14,142.8,HUMEDO,LATAS,3,True
251,2014-01-14 00:00:00,2014-01-14,163.9,HUMEDO,LATAS,3,True
127,2014-01-14 00:00:00,2014-01-14,159.8,HUMEDO,LATAS,3,True
278,2014-01-14 00:00:00,2014-01-14,153.8,HUMEDO,LATAS,3,True
294,2014-01-14 00:00:00,2014-01-14,128.3,HUMEDO,LATAS,3,True
43,2014-01-15 00:00:00,2014-01-15,39.5,HUMEDO,LATAS,3,True
276,2014-01-15 00:00:00,2014-01-15,162.9,HUMEDO,LATAS,3,True
236,2014-01-15 00:00:00,2014-01-15,49.0,HUMEDO,LATAS,3,True
399,2014-01-15 00:00:00,2014-01-15,71.7,HUMEDO,LATAS,3,True
233,2014-01-15 00:00:00,2014-01-15,1.0,HUMEDO,LATAS,3,True
288,2014-01-15 00:00:00,2014-01-15,53.5,HUMEDO,LATAS,3,True
N003,2014-01-15 00:00:00,2014-01-15,26.3,HUMEDO,LATAS,3,True
N017,2014-01-15 00:00:00,2014-01-15,20.7,HUMEDO,LATAS,3,True
399,2014-01-16 00:00:00,2014-01-16,547.1,HUMEDO,LATAS,3,True
177,2014-01-16 00:00:00,2014-01-16,177.3,HUMEDO,LATAS,3,True
364,2014-01-16 00:00:00,2014-01-16,130.2,HUMEDO,LATAS,3,True
N020,2014-01-17 00:00:00,2014-01-17,1.8,HUMEDO,LATAS,3,True
173,2014-01-17 00:00:00,2014-01-17,35.6,HUMEDO,LATAS,3,True
230,2014-01-17 00:00:00,2014-01-17,85.0,HUMEDO,LATAS,3,True
356,2014-01-17 00:00:00,2014-01-17,61.5,HUMEDO,LATAS,3,True
83,2014-01-17 00:00:00,2014-01-17,11.1,HUMEDO,LATAS,3,True
236,2014-01-17 00:00:00,2014-01-17,15.1,HUMEDO,LATAS,3,True
200,2014-01-17 00:00:00,2014-01-17,267.9,HUMEDO,LATAS,3,True
272,2014-01-17 00:00:00,2014-01-17,3.6,HUMEDO,LATAS,3,True
347,2014-01-17 00:00:00,2014-01-17,3.0,HUMEDO,LATAS,3,True
N005,2014-01-18 00:00:00,2014-01-18,34.9,HUMEDO,LATAS,3,True
272,2014-01-18 00:00:00,2014-01-18,75.4,HUMEDO,LATAS,3,True
N002,2014-01-18 00:00:00,2014-01-18,76.5,HUMEDO,LATAS,3,True
227,2014-01-18 00:00:00,2014-01-18,194.7,HUMEDO,LATAS,3,True
43,2014-01-18 00:00:00,2014-01-18,36.9,HUMEDO,LATAS,3,True
228,2014-01-18 00:00:00,2014-01-18,13.3,HUMEDO,LATAS,3,True
54,2014-01-19 00:00:00,2014-01-19,1.3,HUMEDO,LATAS,3,True
395,2014-01-19 00:00:00,2014-01-19,57.2,HUMEDO,LATAS,3,True
56,2014-01-19 00:00:00,2014-01-19,82.8,HUMEDO,LATAS,3,True
150,2014-01-19 00:00:00,2014-01-19,35.9,HUMEDO,LATAS,3,True
47,2014-01-19 00:00:00,2014-01-19,65.3,HUMEDO,LATAS,3,True
175,2014-01-19 00:00:00,2014-01-19,5.7,HUMEDO,LATAS,3,True
33,2014-01-19 00:00:00,2014-01-19,1.4,HUMEDO,LATAS,3,True
125,2014-01-19 00:00:00,2014-01-19,11.5,HUMEDO,LATAS,3,True
N002,2014-01-19 00:00:00,2014-01-19,45.4,HUMEDO,LATAS,3,True
46,2014-01-20 00:00:00,2014-01-20,61.0,HUMEDO,LATAS,3,True
82,2014-01-20 00:00:00,2014-01-20,166.8,HUMEDO,LATAS,3,True
86,2014-01-20 00:00:00,2014-01-20,11.0,HUMEDO,LATAS,3,True
185,2014-01-20 00:00:00,2014-01-20,20.9,HUMEDO,LATAS,3,True
267,2014-01-20 00:00:00,2014-01-20,32.8,HUMEDO,LATAS,3,True
38,2014-01-20 00:00:00,2014-01-20,59.3,HUMEDO,LATAS,3,True
364,2014-01-20 00:00:00,2014-01-20,4.9,HUMEDO,LATAS,3,True
7,2014-01-20 00:00:00,2014-01-20,44.3,HUMEDO,LATAS,3,True
N004,2014-01-20 00:00:00,2014-01-20,49.2,HUMEDO,LATAS,3,True
310,2014-01-20 00:00:00,2014-01-20,13.9,HUMEDO,LATAS,3,True
125,2014-01-20 00:00:00,2014-01-20,4.0,HUMEDO,LATAS,3,True
N023,2014-01-21 00:00:00,2014-01-21,35.1,HUMEDO,LATAS,3,True
247,2014-01-21 00:00:00,2014-01-21,119.9,HUMEDO,LATAS,3,True
N008,2014-01-21 00:00:00,2014-01-21,24.9,HUMEDO,LATAS,3,True
228,2014-01-21 00:00:00,2014-01-21,543.7,HUMEDO,LATAS,3,True
N004,2014-01-21 00:00:00,2014-01-21,30.2,HUMEDO,LATAS,3,True
291,2014-01-21 00:00:00,2014-01-21,2.4,HUMEDO,LATAS,3,True
293,2014-01-21 00:00:00,2014-01-21,39.5,HUMEDO,LATAS,3,True
46,2014-01-21 00:00:00,2014-01-21,14.1,HUMEDO,LATAS,3,True
86,2014-01-21 00:00:00,2014-01-21,28.9,HUMEDO,LATAS,3,True
380,2014-01-21 00:00:00,2014-01-21,27.3,HUMEDO,LATAS,3,True
228,2014-01-22 00:00:00,2014-01-22,18.8,HUMEDO,LATAS,3,True
350,2014-01-22 00:00:00,2014-01-22,18.8,HUMEDO,LATAS,3,True
N018,2014-01-22 00:00:00,2014-01-22,11.5,HUMEDO,LATAS,3,True
397,2014-01-22 00:00:00,2014-01-22,33.0,HUMEDO,LATAS,3,True
175,2014-01-22 00:00:00,2014-01-22,168.2,HUMEDO,LATAS,3,True
395,2014-01-22 00:00:00,2014-01-22,341.1,HUMEDO,LATAS,3,True
249,2014-01-22 00:00:00,2014-01-22,36.2,HUMEDO,LATAS,3,True
356,2014-01-23 00:00:00,2014-01-23,117.0,HUMEDO,LATAS,3,True
226,2014-01-23 00:00:00,2014-01-23,115.5,HUMEDO,LATAS,3,True
175,2014-01-23 00:00:00,2014-01-23,427.5,HUMEDO,LATAS,3,True
118,2014-01-23 00:00:00,2014-01-23,11.1,HUMEDO,LATAS,3,True
14,2014-01-23 00:00:00,2014-01-23,105.6,HUMEDO,LATAS,3,True
84,2014-01-24 00:00:00,2014-01-24,197.7,HUMEDO,LATAS,3,True
175,2014-01-24 00:00:00,2014-01-24,181.1,HUMEDO,LATAS,3,True
N022,2014-01-24 00:00:00,2014-01-24,21.0,HUMEDO,LATAS,3,True
293,2014-01-24 00:00:00,2014-01-24,100.0,HUMEDO,LATAS,3,True
N003,2014-01-24 00:00:00,2014-01-24,1.0,HUMEDO,LATAS,3,True
346,2014-01-24 00:00:00,2014-01-24,8.6,HUMEDO,LATAS,3,True
354,2014-01-24 00:00:00,2014-01-24,202.0,HUMEDO,LATAS,3,True
114,2014-01-25 00:00:00,2014-01-25,92.4,HUMEDO,LATAS,3,True
293,2014-01-25 00:00:00,2014-01-25,65.6,HUMEDO,LATAS,3,True
173,2014-01-25 00:00:00,2014-01-25,98.1,HUMEDO,LATAS,3,True
118,2014-01-25 00:00:00,2014-01-25,205.6,HUMEDO,LATAS,3,True
273,2014-01-25 00:00:00,2014-01-25,126.7,HUMEDO,LATAS,3,True
278,2014-01-25 00:00:00,2014-01-25,50.9,HUMEDO,LATAS,3,True
353,2014-01-25 00:00:00,2014-01-25,134.4,HUMEDO,LATAS,3,True
124,2014-01-25 00:00:00,2014-01-25,17.1,HUMEDO,LATAS,3,True
187,2014-01-26 00:00:00,2014-01-26,74.5,HUMEDO,LATAS,3,True
54,2014-01-26 00:00:00,2014-01-26,1.0,HUMEDO,LATAS,3,True
17,2014-01-26 00:00:00,2014-01-26,41.4,HUMEDO,LATAS,3,True
228,2014-01-26 00:00:00,2014-01-26,35.4,HUMEDO,LATAS,3,True
293,2014-01-26 00:00:00,2014-01-26,128.5,HUMEDO,LATAS,3,True
253,2014-01-26 00:00:00,2014-01-26,148.2,HUMEDO,LATAS,3,True
382,2014-01-26 00:00:00,2014-01-26,105.5,SECO,LATAS,3,True
113,2014-01-27 00:00:00,2014-01-27,4.6,HUMEDO,LATAS,3,True
137,2014-01-27 00:00:00,2014-01-27,217.4,HUMEDO,LATAS,3,True
364,2014-01-27 00:00:00,2014-01-27,61.9,HUMEDO,LATAS,3,True
N012,2014-01-27 00:00:00,2014-01-27,492.2,HUMEDO,LATAS,3,True
294,2014-01-28 00:00:00,2014-01-28,198.9,HUMEDO,LATAS,3,True
238,2014-01-28 00:00:00,2014-01-28,20.8,HUMEDO,LATAS,3,True
29,2014-01-28 00:00:00,2014-01-28,79.8,HUMEDO,LATAS,3,True
N024,2014-01-28 00:00:00,2014-01-28,121.2,HUMEDO,LATAS,3,True
291,2014-01-29 00:00:00,2014-01-29,18.5,SECO,LATAS,3,True
281,2014-01-29 00:00:00,2014-01-29,2.7,HUMEDO,LATAS,3,True
230,2014-01-29 00:00:00,2014-01-29,19.5,HUMEDO,LATAS,3,True
227,2014-01-29 00:00:00,2014-01-29,6.7,HUMEDO,LATAS,3,True
N015,2014-01-29 00:00:00,2014-01-29,2.1,HUMEDO,LATAS,3,True
397,2014-01-29 00:00:00,2014-01-29,75.8,HUMEDO,LATAS,3,True
349,2014-01-29 00:00:00,2014-01-29,59.8,HUMEDO,LATAS,3,True
175,2014-01-30 00:00:00,2014-01-30,41.6,HUMEDO,LATAS,3,True
401,2014-01-30 00:00:00,2014-01-30,60.8,HUMEDO,LATAS,3,True
349,2014-01-30 00:00:00,2014-01-30,44.7,HUMEDO,LATAS,3,True
300,2014-01-30 00:00:00,2014-01-30,102.8,HUMEDO,LATAS,3,True
113,2014-01-30 00:00:00,2014-01-30,217.1,HUMEDO,LATAS,3,True
193,2014-01-30 00:00:00,2014-01-30,7.9,HUMEDO,LATAS,3,True
N022,2014-01-30 00:00:00,2014-01-30,235.1,HUMEDO,LATAS,3,True
365,2014-01-31 00:00:00,2014-01-31,625.6,HUMEDO,LATAS,3,True
237,2014-01-31 00:00:00,2014-01-31,101.0,HUMEDO,LATAS,3,True
350,2014-02-01 00:00:00,2014-02-01,237.8,HUMEDO,LATAS,3,True
105,2014-02-01 00:00:00,2014-02-01,51.0,HUMEDO,LATAS,3,True
125,2014-02-01 00:00:00,2014-02-01,290.6,HUMEDO,LATAS,3,True
249,2014-02-02 00:00:00,2014-02-02,99.6,HUMEDO,LATAS,3,True
400,2014-02-02 00:00:00,2014-02-02,77.3,HUMEDO,LATAS,3,True
N023,2014-02-02 00:00:00,2014-02-02,42.5,HUMEDO,LATAS,3,True
373,2014-02-02 00:00:00,2014-02-02,30.6,SECO,LATAS,3,True
56,2014-02-03 00:00:00,2014-02-03,29.4,HUMEDO,LATAS,3,True
N008,2014-02-03 00:00:00,2014-02-03,53.2,HUMEDO,LATAS,3,True
79,2014-02-03 00:00:00,2014-02-03,43.9,HUMEDO,LATAS,3,True
226,2014-02-03 00:00:00,2014-02-03,34.7,HUMEDO,LATAS,3,True
374,2014-02-03 00:00:00,2014-02-03,14.8,HUMEDO,LATAS,3,True
N015,2014-02-04 00:00:00,2014-02-04,10.7,HUMEDO,LATAS,3,True
350,2014-02-04 00:00:00,2014-02-04,17.8,HUMEDO,LATAS,3,True
382,2014-02-04 00:00:00,2014-02-04,15.7,HUMEDO,LATAS,3,True
124,2014-02-04 00:00:00,2014-02-04,58.1,HUMEDO,LATAS,3,True
278,2014-02-04 00:00:00,2014-02-04,15.6,HUMEDO,LATAS,3,True
353,2014-02-04 00:00:00,2014-02-04,33.2,HUMEDO,LATAS,3,True
N009,2014-02-05 00:00:00,2014-02-05,45.3,HUMEDO,LATAS,3,True
365,2014-02-05 00:00:00,2014-02-05,20.1,HUMEDO,LATAS,3,True
182,2014-02-05 00:00:00,2014-02-05,150.4,HUMEDO,LATAS,3,True
289,2014-02-05 00:00:00,2014-02-05,11.8,HUMEDO,LATAS,3,True
349,2014-02-06 00:00:00,2014-02-06,104.5,HUMEDO,LATAS,3,True
N024,2014-02-06 00:00:00,2014-02-06,3.5,HUMEDO,LATAS,3,True
172,2014-02-06 00:00:00,2014-02-06,49.6,HUMEDO,LATAS,3,True
380,2014-02-06 00:00:00,2014-02-06,39.2,HUMEDO,LATAS,3,True
246,2014-02-06 00:00:00,2014-02-06,50.2,HUMEDO,LATAS,3,True
N007,2014-02-06 00:00:00,2014-02-06,12.0,HUMEDO,LATAS,3,True
202,2014-02-06 00:00:00,2014-02-06,34.4,HUMEDO,LATAS,3,True
14,2014-02-07 00:00:00,2014-02-07,39.8,HUMEDO,LATAS,3,True
230,2014-02-07 00:00:00,2014-02-07,6.4,HUMEDO,LATAS,3,True
347,2014-02-07 00:00:00,2014-02-07,7.0,HUMEDO,LATAS,3,True
N011,2014-02-07 00:00:00,2014-02-07,114.9,HUMEDO,LATAS,3,True
356,2014-02-07 00:00:00,2014-02-07,193.8,HUMEDO,LATAS,3,True
N007,2014-02-07 00:00:00,2014-02-07,19.0,HUMEDO,LATAS,3,True
82,2014-02-08 00:00:00,2014-02-08,81.7,HUMEDO,LATAS,3,True
N022,2014-02-08 00:00:00,2014-02-08,23.8,HUMEDO,LATAS,3,True
113,2014-02-08 00:00:00,2014-02-08,101.8,HUMEDO,LATAS,3,True
N020,2014-02-08 00:00:00,2014-02-08,21.2,HUMEDO,LATAS,3,True
N013,2014-02-08 00:00:00,2014-02-08,17.2,HUMEDO,LATAS,3,True
N005,2014-02-08 00:00:00,2014-02-08,71.2,HUMEDO,LATAS,3,True
119,2014-02-08 00:00:00,2014-02-08,5.7,HUMEDO,LATAS,3,True
N012,2014-02-09 00:00:00,2014-02-09,26.8,HUMEDO,LATAS,3,True
N004,2014-02-09 00:00:00,2014-02-09,2.8,HUMEDO,LATAS,3,True
365,2014-02-09 00:00:00,2014-02-09,5.1,HUMEDO,LATAS,3,True
249,2014-02-09 00:00:00,2014-02-09,6.5,HUMEDO,LATAS,3,True
114,2014-02-09 00:00:00,2014-02-09,85.1,HUMEDO,LATAS,3,True
293,2014-02-09 00:00:00,2014-02-09,102.1,HUMEDO,LATAS,3,True
238,2014-02-09 00:00:00,2014-02-09,73.8,HUMEDO,LATAS,3,True
255,2014-02-09 00:00:00,2014-02-09,13.5,HUMEDO,LATAS,3,True
N023,2014-02-09 00:00:00,2014-02-09,23.9,HUMEDO,LATAS,3,True
46,2014-02-10 00:00:00,2014-02-10,110.3,HUMEDO,LATAS,3,True
118,2014-02-10 00:00:00,2014-02-10,9.9,HUMEDO,LATAS,3,True
226,2014-02-10 00:00:00,2014-02-10,73.1,HUMEDO,LATAS,3,True
338,2014-02-10 00:00:00,2014-02-10,33.9,HUMEDO,LATAS,3,True
335,2014-02-10 00:00:00,2014-02-10,36.0,HUMEDO,LATAS,3,True
356,2014-02-10 00:00:00,2014-02-10,32.5,HUMEDO,LATAS,3,True
82,2014-02-10 00:00:00,2014-02-10,64.4,HUMEDO,LATAS,3,True
368,2014-02-11 00:00:00,2014-02-11,10.1,HUMEDO,LATAS,3,True
332,2014-02-11 00:00:00,2014-02-11,49.3,HUMEDO,LATAS,3,True
45,2014-02-11 00:00:00,2014-02-11,230.4,HUMEDO,LATAS,3,True
185,2014-02-11 00:00:00,2014-02-11,10.8,HUMEDO,LATAS,3,True
349,2014-02-11 00:00:00,2014-02-11,20.0,HUMEDO,LATAS,3,True
N017,2014-02-11 00:00:00,2014-02-11,6.8,HUMEDO,LATAS,3,True
247,2014-02-11 00:00:00,2014-02-11,36.6,HUMEDO,LATAS,3,True
400,2014-02-12 00:00:00,2014-02-12,13.5,HUMEDO,LATAS,3,True
380,2014-02-12 00:00:00,2014-02-12,4.9,HUMEDO,LATAS,3,True
N020,2014-02-12 00:00:00,2014-02-12,47.0,HUMEDO,LATAS,3,True
234,2014-02-12 00:00:00,2014-02-12,47.4,HUMEDO,LATAS,3,True
118,2014-02-12 00:00:00,2014-02-12,1.2,HUMEDO,LATAS,3,True
382,2014-02-12 00:00:00,2014-02-12,1.0,HUMEDO,LATAS,3,True
282,2014-02-12 00:00:00,2014-02-12,23.0,HUMEDO,LATAS,3,True
272,2014-02-12 00:00:00,2014-02-12,48.5,HUMEDO,LATAS,3,True
79,2014-02-12 00:00:00,2014-02-12,4.9,HUMEDO,LATAS,3,True
273,2014-02-13 00:00:00,2014-02-13,47.1,HUMEDO,LATAS,3,True
N016,2014-02-13 00:00:00,2014-02-13,25.8,HUMEDO,LATAS,3,True
N023,2014-02-13 00:00:00,2014-02-13,28.7,HUMEDO,LATAS,3,True
83,2014-02-13 00:00:00,2014-02-13,3.8,HUMEDO,LATAS,3,True
374,2014-02-13 00:00:00,2014-02-13,42.6,HUMEDO,LATAS,3,True
N006,2014-02-13 00:00:00,2014-02-13,17.0,HUMEDO,LATAS,3,True
332,2014-02-13 00:00:00,2014-02-13,6.9,HUMEDO,LATAS,3,True
N017,2014-02-13 00:00:00,2014-02-13,11.4,HUMEDO,LATAS,3,True
114,2014-02-13 00:00:00,2014-02-13,4.0,HUMEDO,LATAS,3,True
291,2014-02-14 00:00:00,2014-02-14,96.5,HUMEDO,LATAS,3,True
127,2014-02-14 00:00:00,2014-02-14,15.2,HUMEDO,LATAS,3,True
23,2014-02-14 00:00:00,2014-02-14,32.6,HUMEDO,LATAS,3,True
400,2014-02-14 00:00:00,2014-02-14,66.7,HUMEDO,LATAS,3,True
353,2014-02-14 00:00:00,2014-02-14,59.8,HUMEDO,LATAS,3,True
202,2014-02-14 00:00:00,2014-02-14,115.3,HUMEDO,LATAS,3,True
227,2014-02-14 00:00:00,2014-02-14,25.8,HUMEDO,LATAS,3,True
N002,2014-02-14 00:00:00,2014-02-14,75.5,HUMEDO,LATAS,3,True
231,2014-02-14 00:00:00,2014-02-14,74.9,SECO,LATAS,3,True
395,2014-02-14 00:00:00,2014-02-14,36.1,HUMEDO,LATAS,3,True
N017,2014-02-14 00:00:00,2014-02-14,10.2,HUMEDO,LATAS,3,True
48,2014-02-14 00:00:00,2014-02-14,36.4,HUMEDO,LATAS,3,True
N024,2014-02-14 00:00:00,2014-02-14,74.9,HUMEDO,LATAS,3,True
N009,2014-02-15 00:00:00,2014-02-15,191.5,HUMEDO,LATAS,3,True
N010,2014-02-15 00:00:00,2014-02-15,52.2,HUMEDO,LATAS,3,True
114,2014-02-15 00:00:00,2014-02-15,130.1,HUMEDO,LATAS,3,True
351,2014-02-15 00:00:00,2014-02-15,52.3,HUMEDO,LATAS,3,True
400,2014-02-15 00:00:00,2014-02-15,51.3,HUMEDO,LATAS,3,True
N006,2014-02-15 00:00:00,2014-02-15,272.7,HUMEDO,LATAS,3,True
235,2014-02-15 00:00:00,2014-02-15,51.0,HUMEDO,LATAS,3,True
233,2014-02-16 00:00:00,2014-02-16,119.7,HUMEDO,LATAS,3,True
200,2014-02-16 00:00:00,2014-02-16,71.4,HUMEDO,LATAS,3,True
N002,2014-02-16 00:00:00,2014-02-16,40.9,HUMEDO,LATAS,3,True
387,2014-02-16 00:00:00,2014-02-16,5.0,HUMEDO,LATAS,3,True
202,2014-02-16 00:00:00,2014-02-16,15.0,HUMEDO,LATAS,3,True
237,2014-02-16 00:00:00,2014-02-16,133.4,HUMEDO,LATAS,3,True
277,2014-02-16 00:00:00,2014-02-16,51.9,HUMEDO,LATAS,3,True
125,2014-02-17 00:00:00,2014-02-17,52.8,HUMEDO,LATAS,3,True
351,2014-02-17 00:00:00,2014-02-17,2.9,HUMEDO,LATAS,3,True
249,2014-02-17 00:00:00,2014-02-17,237.7,HUMEDO,LATAS,3,True
23,2014-02-18 00:00:00,2014-02-18,12.6,HUMEDO,LATAS,3,True
310,2014-02-18 00:00:00,2014-02-18,68.5,HUMEDO,LATAS,3,True
282,2014-02-18 00:00:00,2014-02-18,1.1,HUMEDO,LATAS,3,True
56,2014-02-18 00:00:00,2014-02-18,48.3,HUMEDO,LATAS,3,True
344,2014-02-18 00:00:00,2014-02-18,21.1,HUMEDO,LATAS,3,True
48,2014-02-18 00:00:00,2014-02-18,188.7,HUMEDO,LATAS,3,True
N020,2014-02-18 00:00:00,2014-02-18,9.3,HUMEDO,LATAS,3,True
271,2014-02-19 00:00:00,2014-02-19,37.6,HUMEDO,LATAS,3,True
N015,2014-02-19 00:00:00,2014-02-19,5.4,HUMEDO,LATAS,3,True
356,2014-02-19 00:00:00,2014-02-19,165.6,HUMEDO,LATAS,3,True
273,2014-02-19 00:00:00,2014-02-19,32.7,HUMEDO,LATAS,3,True
29,2014-02-19 00:00:00,2014-02-19,61.6,HUMEDO,LATAS,3,True
N007,2014-02-19 00:00:00,2014-02-19,49.3,HUMEDO,LATAS,3,True
310,2014-02-20 00:00:00,2014-02-20,6.1,HUMEDO,LATAS,3,True
236,2014-02-20 00:00:00,2014-02-20,43.3,HUMEDO,LATAS,3,True
387,2014-02-20 00:00:00,2014-02-20,26.3,HUMEDO,LATAS,3,True
185,2014-02-20 00:00:00,2014-02-20,22.0,HUMEDO,LATAS,3,True
46,2014-02-20 00:00:00,2014-02-20,363.6,HUMEDO,LATAS,3,True
351,2014-02-20 00:00:00,2014-02-20,16.0,HUMEDO,LATAS,3,True
277,2014-02-20 00:00:00,2014-02-20,60.2,HUMEDO,LATAS,3,True
190,2014-02-21 00:00:00,2014-02-21,15.2,HUMEDO,LATAS,3,True
282,2014-02-21 00:00:00,2014-02-21,65.9,HUMEDO,LATAS,3,True
N012,2014-02-21 00:00:00,2014-02-21,232.8,HUMEDO,LATAS,3,True
175,2014-02-21 00:00:00,2014-02-21,144.5,HUMEDO,LATAS,3,True
7,2014-02-22 00:00:00,2014-02-22,49.6,HUMEDO,LATAS,3,True
371,2014-02-22 00:00:00,2014-02-22,9.1,HUMEDO,LATAS,3,True
278,2014-02-22 00:00:00,2014-02-22,3.4,HUMEDO,LATAS,3,True
332,2014-02-22 00:00:00,2014-02-22,20.6,HUMEDO,LATAS,3,True
157,2014-02-22 00:00:00,2014-02-22,22.2,HUMEDO,LATAS,3,True
228,2014-02-22 00:00:00,2014-02-22,10.9,HUMEDO,LATAS,3,True
347,2014-02-22 00:00:00,2014-02-22,9.3,HUMEDO,LATAS,3,True
N023,2014-02-22 00:00:00,2014-02-22,14.3,HUMEDO,LATAS,3,True
202,2014-02-22 00:00:00,2014-02-22,67.6,HUMEDO,LATAS,3,True
234,2014-02-22 00:00:00,2014-02-22,22.3,HUMEDO,LATAS,3,True
17,2014-02-23 00:00:00,2014-02-23,6.8,HUMEDO,LATAS,3,True
N010,2014-02-23 00:00:00,2014-02-23,202.0,HUMEDO,LATAS,3,True
234,2014-02-24 00:00:00,2014-02-24,12.2,HUMEDO,LATAS,3,True
113,2014-02-24 00:00:00,2014-02-24,117.7,HUMEDO,LATAS,3,True
33,2014-02-24 00:00:00,2014-02-24,19.7,HUMEDO,LATAS,3,True
271,2014-02-24 00:00:00,2014-02-24,38.3,HUMEDO,LATAS,3,True
